date,Time,NO2 (µg/m³),Globalstrahlung (W/m²),Temperatur (°C),Windgeschwindigkeit (m/s),Windrichtung (°),hour,uhrzeit
05-15 09:00-00,2020-05-15 09:00:00,29.860000000000003,471.2,12.939999999999998,1.48,248.6,09:00:00,9
05-15 09:30-00,2020-05-15 09:30:00,26.859999999999996,526.6,13.4,1.64,311.2,09:30:00,9
05-15 10:00-00,2020-05-15 10:00:00,28.45,509.6,13.940000000000001,1.6199999999999999,250.4,10:00:00,10
05-15 10:30-00,2020-05-15 10:30:00,29.6,564.2,14.440000000000001,1.6800000000000002,246.0,10:30:00,10
05-15 11:00-00,2020-05-15 11:00:00,24.18,574.8,15.080000000000002,1.58,254.8,11:00:00,11
05-15 11:30-00,2020-05-15 11:30:00,20.56,674.8,15.760000000000002,1.4000000000000001,205.6,11:30:00,11
05-15 12:00-00,2020-05-15 12:00:00,21.04,591.2,16.22,1.46,196.6,12:00:00,12
05-15 12:30-00,2020-05-15 12:30:00,16.380000000000003,717.8,16.580000000000002,1.56,198.2,12:30:00,12
05-15 13:00-00,2020-05-15 13:00:00,16.64,748.8,17.18,1.5799999999999998,190.2,13:00:00,13
05-15 13:30-00,2020-05-15 13:30:00,15.86,690.0,17.78,1.26,194.6,13:30:00,13
05-15 14:00-00,2020-05-15 14:00:00,14.780000000000001,760.6,18.479999999999997,1.2799999999999998,225.0,14:00:00,14
05-15 14:30-00,2020-05-15 14:30:00,14.86,588.4,18.72,1.6199999999999999,132.4,14:30:00,14
05-15 15:00-00,2020-05-15 15:00:00,18.54,598.2,18.96,1.98,197.4,15:00:00,15
05-15 15:30-00,2020-05-15 15:30:00,19.46,561.4,18.82,1.9799999999999998,206.2,15:30:00,15
05-15 16:00-00,2020-05-15 16:00:00,17.96,495.4,18.880000000000003,2.02,196.4,16:00:00,16
05-15 16:30-00,2020-05-15 16:30:00,17.06,367.4,18.74,1.98,205.8,16:30:00,16
05-15 17:00-00,2020-05-15 17:00:00,14.959999999999999,319.2,17.7,1.98,216.6,17:00:00,17
05-15 17:30-00,2020-05-15 17:30:00,18.380000000000003,302.4,17.66,1.8,229.8,17:30:00,17
05-15 18:00-00,2020-05-15 18:00:00,15.180000000000001,220.6,17.7,1.44,165.6,18:00:00,18
05-15 18:30-00,2020-05-15 18:30:00,15.359999999999996,144.6,17.62,1.6,221.2,18:30:00,18
05-15 19:00-00,2020-05-15 19:00:00,12.940000000000001,101.6,17.240000000000002,1.64,225.0,19:00:00,19
05-15 19:30-00,2020-05-15 19:30:00,13.680000000000001,55.0,16.759999999999998,1.4,96.2,19:30:00,19
05-15 20:00-00,2020-05-15 20:00:00,12.040000000000003,19.4,16.02,1.48,180.4,20:00:00,20
05-15 20:30-00,2020-05-15 20:30:00,9.98,7.8,15.14,1.3599999999999999,127.4,20:30:00,20
05-15 21:00-00,2020-05-15 21:00:00,12.42,6.8,14.680000000000001,1.38,181.2,21:00:00,21
05-15 21:30-00,2020-05-15 21:30:00,15.059999999999999,6.8,14.180000000000001,1.3199999999999998,171.0,21:30:00,21
05-15 22:00-00,2020-05-15 22:00:00,14.64,6.8,13.680000000000001,1.64,198.0,22:00:00,22
05-15 22:30-00,2020-05-15 22:30:00,15.739999999999998,6.8,13.280000000000001,1.3599999999999999,198.6,22:30:00,22
05-15 23:00-00,2020-05-15 23:00:00,14.26,6.8,13.080000000000002,0.9600000000000002,195.4,23:00:00,23
05-15 23:30-00,2020-05-15 23:30:00,13.559999999999999,6.8,12.64,1.0599999999999998,246.0,23:30:00,23
05-16 00:00-00,2020-05-16 00:00:00,13.6,6.8,12.28,0.74,249.4,00:00:00,0
05-16 00:30-00,2020-05-16 00:30:00,12.8,6.6,12.08,0.8799999999999999,251.0,00:30:00,0
05-16 01:00-00,2020-05-16 01:00:00,14.4,6.6,11.540000000000001,0.72,317.0,01:00:00,1
05-16 01:30-00,2020-05-16 01:30:00,14.2,6.8,11.3,0.56,219.8,01:30:00,1
05-16 02:00-00,2020-05-16 02:00:00,13.16,6.8,10.940000000000001,0.62,185.8,02:00:00,2
05-16 02:30-00,2020-05-16 02:30:00,13.5,6.8,10.8,0.8,244.0,02:30:00,2
05-16 03:00-00,2020-05-16 03:00:00,14.959999999999997,6.8,10.6,0.6599999999999999,243.4,03:00:00,3
05-16 03:30-00,2020-05-16 03:30:00,14.05,6.8,10.16,0.8600000000000001,214.4,03:30:00,3
05-16 04:00-00,2020-05-16 04:00:00,13.12,6.8,10.16,0.7200000000000001,224.0,04:00:00,4
05-16 04:30-00,2020-05-16 04:30:00,11.950000000000001,7.0,9.940000000000001,0.54,174.6,04:30:00,4
05-16 05:00-00,2020-05-16 05:00:00,21.34,11.4,9.719999999999999,0.6,231.8,05:00:00,5
05-16 05:30-00,2020-05-16 05:30:00,22.84,24.2,9.680000000000001,0.6,213.4,05:30:00,5
05-16 06:00-00,2020-05-16 06:00:00,27.159999999999997,55.6,10.02,0.6799999999999999,146.0,06:00:00,6
05-16 06:30-00,2020-05-16 06:30:00,24.159999999999997,80.0,10.58,0.5599999999999999,158.4,06:30:00,6
05-16 07:00-00,2020-05-16 07:00:00,34.02,124.8,10.879999999999999,0.72,247.4,07:00:00,7
05-16 07:30-00,2020-05-16 07:30:00,32.0,170.4,11.379999999999999,0.8,235.4,07:30:00,7
05-16 08:00-00,2020-05-16 08:00:00,31.080000000000002,220.4,11.9,0.72,230.4,08:00:00,8
05-16 08:30-00,2020-05-16 08:30:00,28.840000000000003,305.0,12.5,0.8399999999999999,249.0,08:30:00,8
05-16 09:00-00,2020-05-16 09:00:00,27.840000000000003,348.2,13.1,0.7,216.6,09:00:00,9
05-16 09:30-00,2020-05-16 09:30:00,33.18,374.4,13.64,0.74,223.4,09:30:00,9
05-16 10:00-00,2020-05-16 10:00:00,29.160000000000004,455.4,14.38,0.54,211.0,10:00:00,10
05-16 10:30-00,2020-05-16 10:30:00,25.36,553.2,15.16,0.8400000000000001,242.8,10:30:00,10
05-16 11:00-00,2020-05-16 11:00:00,22.199999999999996,609.4,15.6,1.1400000000000001,266.6,11:00:00,11
05-16 11:30-00,2020-05-16 11:30:00,18.880000000000003,542.0,15.86,1.24,216.6,11:30:00,11
05-16 12:00-00,2020-05-16 12:00:00,17.2,553.0,16.139999999999997,1.5,202.2,12:00:00,12
05-16 12:30-00,2020-05-16 12:30:00,12.774999999999999,726.2,16.720000000000002,1.52,256.6,12:30:00,12
05-16 13:00-00,2020-05-16 13:00:00,16.425,513.6,17.259999999999998,1.8,262.8,13:00:00,13
05-16 13:30-00,2020-05-16 13:30:00,15.9,699.4,17.759999999999998,1.54,246.8,13:30:00,13
05-16 14:00-00,2020-05-16 14:00:00,15.460000000000003,685.0,18.36,1.54,247.0,14:00:00,14
05-16 14:30-00,2020-05-16 14:30:00,14.8,640.8,18.740000000000002,1.78,264.2,14:30:00,14
05-16 15:00-00,2020-05-16 15:00:00,14.48,532.2,18.72,1.92,270.6,15:00:00,15
05-16 15:30-00,2020-05-16 15:30:00,16.9,558.0,19.14,2.02,265.6,15:30:00,15
05-16 16:00-00,2020-05-16 16:00:00,16.080000000000002,495.4,19.24,1.9600000000000002,267.0,16:00:00,16
05-16 16:30-00,2020-05-16 16:30:00,17.54,366.4,19.12,1.48,241.8,16:30:00,16
05-16 17:00-00,2020-05-16 17:00:00,18.48,208.0,18.779999999999998,1.6600000000000001,239.8,17:00:00,17
05-16 17:30-00,2020-05-16 17:30:00,21.499999999999996,196.4,18.54,1.12,233.0,17:30:00,17
05-16 18:00-00,2020-05-16 18:00:00,20.080000000000002,158.6,18.240000000000002,1.6,250.2,18:00:00,18
05-16 18:30-00,2020-05-16 18:30:00,20.7,102.2,17.86,1.44,195.8,18:30:00,18
05-16 19:00-00,2020-05-16 19:00:00,17.84,63.8,17.48,1.22,155.0,19:00:00,19
05-16 19:30-00,2020-05-16 19:30:00,15.38,32.0,16.880000000000003,1.1800000000000002,153.2,19:30:00,19
05-16 20:00-00,2020-05-16 20:00:00,15.86,14.0,16.14,1.3999999999999997,151.8,20:00:00,20
05-16 20:30-00,2020-05-16 20:30:00,13.88,8.0,15.400000000000002,1.52,159.2,20:30:00,20
05-16 21:00-00,2020-05-16 21:00:00,15.6,7.0,15.0,1.5399999999999998,165.8,21:00:00,21
05-16 21:30-00,2020-05-16 21:30:00,16.44,7.0,14.680000000000001,1.4600000000000002,169.4,21:30:00,21
05-16 22:00-00,2020-05-16 22:00:00,17.8,7.0,14.440000000000001,1.3,168.2,22:00:00,22
05-16 22:30-00,2020-05-16 22:30:00,17.259999999999998,7.0,14.34,1.22,159.8,22:30:00,22
05-16 23:00-00,2020-05-16 23:00:00,16.04,7.0,14.139999999999997,1.1,161.0,23:00:00,23
05-16 23:30-00,2020-05-16 23:30:00,16.4,7.0,14.24,1.0,135.4,23:30:00,23
05-17 00:00-00,2020-05-17 00:00:00,15.62,6.8,14.059999999999999,1.0400000000000003,156.2,00:00:00,0
05-17 00:30-00,2020-05-17 00:30:00,13.319999999999999,7.0,14.16,1.1199999999999999,186.2,00:30:00,0
05-17 01:00-00,2020-05-17 01:00:00,12.76,7.0,14.059999999999999,0.96,194.8,01:00:00,1
05-17 01:30-00,2020-05-17 01:30:00,12.149999999999999,6.8,13.8,1.28,227.0,01:30:00,1
05-17 02:00-00,2020-05-17 02:00:00,13.680000000000001,6.8,13.52,1.4,235.6,02:00:00,2
05-17 02:30-00,2020-05-17 02:30:00,11.72,6.8,13.1,1.42,236.6,02:30:00,2
05-17 03:00-00,2020-05-17 03:00:00,11.26,6.6,12.4,1.36,241.8,03:00:00,3
05-17 03:30-00,2020-05-17 03:30:00,12.44,7.2,11.940000000000001,1.2600000000000002,247.8,03:30:00,3
05-17 04:00-00,2020-05-17 04:00:00,12.419999999999998,6.8,11.860000000000001,1.16,242.4,04:00:00,4
05-17 04:30-00,2020-05-17 04:30:00,12.6,7.2,11.8,1.2399999999999998,233.6,04:30:00,4
05-17 05:00-00,2020-05-17 05:00:00,14.9,11.2,11.679999999999998,1.3400000000000003,205.8,05:00:00,5
05-17 05:30-00,2020-05-17 05:30:00,19.96,22.0,11.62,1.06,202.8,05:30:00,5
05-17 06:00-00,2020-05-17 06:00:00,26.360000000000003,51.6,12.0,1.42,220.2,06:00:00,6
05-17 06:30-00,2020-05-17 06:30:00,26.619999999999997,92.2,12.46,1.52,228.0,06:30:00,6
05-17 07:00-00,2020-05-17 07:00:00,26.28,164.6,12.979999999999999,1.4600000000000002,231.6,07:00:00,7
05-17 07:30-00,2020-05-17 07:30:00,23.72,229.2,13.3,1.54,194.4,07:30:00,7
05-17 08:00-00,2020-05-17 08:00:00,19.639999999999997,279.8,13.680000000000001,1.6199999999999999,209.8,08:00:00,8
05-17 08:30-00,2020-05-17 08:30:00,21.9,339.8,14.6,1.52,211.2,08:30:00,8
05-17 09:00-00,2020-05-17 09:00:00,20.16,419.2,15.24,1.2599999999999998,211.2,09:00:00,9
05-17 09:30-00,2020-05-17 09:30:00,14.3,462.2,15.780000000000001,1.58,152.6,09:30:00,9
05-17 10:00-00,2020-05-17 10:00:00,15.15,502.6,16.16,1.72,164.6,10:00:00,10
05-17 10:30-00,2020-05-17 10:30:00,13.950000000000001,564.8,16.56,1.7600000000000002,159.8,10:30:00,10
05-17 11:00-00,2020-05-17 11:00:00,13.86,632.0,17.279999999999998,1.6600000000000001,181.0,11:00:00,11
05-17 11:30-00,2020-05-17 11:30:00,13.260000000000002,710.2,17.68,1.7600000000000002,203.0,11:30:00,11
05-17 12:00-00,2020-05-17 12:00:00,15.419999999999998,593.8,17.939999999999998,1.92,211.6,12:00:00,12
05-17 12:30-00,2020-05-17 12:30:00,15.379999999999999,567.2,18.24,1.7200000000000002,212.0,12:30:00,12
05-17 13:00-00,2020-05-17 13:00:00,16.020000000000003,648.6,18.76,1.6600000000000001,208.2,13:00:00,13
05-17 13:30-00,2020-05-17 13:30:00,14.74,685.4,19.24,1.7400000000000002,205.4,13:30:00,13
05-17 14:00-00,2020-05-17 14:00:00,12.760000000000002,699.2,19.860000000000003,1.5400000000000003,176.4,14:00:00,14
05-17 14:30-00,2020-05-17 14:30:00,14.34,596.0,19.74,1.78,210.4,14:30:00,14
05-17 15:00-00,2020-05-17 15:00:00,15.379999999999999,560.8,20.020000000000003,1.6800000000000002,197.6,15:00:00,15
05-17 15:30-00,2020-05-17 15:30:00,13.040000000000001,553.4,20.28,1.4,203.8,15:30:00,15
05-17 16:00-00,2020-05-17 16:00:00,14.979999999999999,416.2,20.339999999999996,1.6,200.2,16:00:00,16
05-17 16:30-00,2020-05-17 16:30:00,15.540000000000001,381.2,20.439999999999998,1.1400000000000001,209.2,16:30:00,16
05-17 17:00-00,2020-05-17 17:00:00,13.16,432.8,20.839999999999996,1.4,190.0,17:00:00,17
05-17 17:30-00,2020-05-17 17:30:00,17.52,337.2,20.82,1.4600000000000002,224.4,17:30:00,17
05-17 18:00-00,2020-05-17 18:00:00,15.439999999999998,238.2,20.56,1.3,197.2,18:00:00,18
05-17 18:30-00,2020-05-17 18:30:00,16.56,191.0,20.32,1.4,196.4,18:30:00,18
05-17 19:00-00,2020-05-17 19:00:00,16.14,126.6,20.02,1.5,202.2,19:00:00,19
05-17 19:30-00,2020-05-17 19:30:00,13.939999999999998,61.6,19.119999999999997,1.6199999999999999,138.8,19:30:00,19
05-17 20:00-00,2020-05-17 20:00:00,16.34,26.0,18.28,1.34,141.8,20:00:00,20
05-17 20:30-00,2020-05-17 20:30:00,17.0,9.8,17.619999999999997,1.08,206.6,20:30:00,20
05-17 21:00-00,2020-05-17 21:00:00,16.14,7.2,17.080000000000002,1.0,164.4,21:00:00,21
05-17 21:30-00,2020-05-17 21:30:00,14.899999999999997,7.2,16.720000000000002,1.28,170.0,21:30:00,21
05-17 22:00-00,2020-05-17 22:00:00,15.66,6.6,16.5,1.26,175.8,22:00:00,22
05-17 22:30-00,2020-05-17 22:30:00,13.920000000000002,6.8,16.06,1.4200000000000002,178.6,22:30:00,22
05-17 23:00-00,2020-05-17 23:00:00,13.9,7.0,15.719999999999999,1.3,151.0,23:00:00,23
05-17 23:30-00,2020-05-17 23:30:00,13.16,7.2,15.280000000000001,1.2599999999999998,144.6,23:30:00,23
05-18 00:00-00,2020-05-18 00:00:00,14.2,7.0,14.959999999999999,1.24,208.2,00:00:00,0
05-18 00:30-00,2020-05-18 00:30:00,12.84,6.8,14.459999999999999,1.08,155.4,00:30:00,0
05-18 01:00-00,2020-05-18 01:00:00,12.62,7.0,14.12,1.1199999999999999,203.8,01:00:00,1
05-18 01:30-00,2020-05-18 01:30:00,10.82,6.8,13.9,1.0799999999999998,184.0,01:30:00,1
05-18 02:00-00,2020-05-18 02:00:00,9.54,7.0,13.559999999999999,0.9799999999999999,167.8,02:00:00,2
05-18 02:30-00,2020-05-18 02:30:00,11.18,6.8,13.4,1.2399999999999998,207.4,02:30:00,2
05-18 03:00-00,2020-05-18 03:00:00,12.46,6.8,12.86,1.06,184.6,03:00:00,3
05-18 03:30-00,2020-05-18 03:30:00,12.1,7.0,12.5,1.1199999999999999,188.2,03:30:00,3
05-18 04:00-00,2020-05-18 04:00:00,12.64,7.0,12.32,1.2000000000000002,178.0,04:00:00,4
05-18 04:30-00,2020-05-18 04:30:00,13.825,7.4,12.219999999999999,1.2600000000000002,173.8,04:30:00,4
05-18 05:00-00,2020-05-18 05:00:00,19.18,14.2,12.02,1.0799999999999998,183.4,05:00:00,5
05-18 05:30-00,2020-05-18 05:30:00,24.58,33.4,11.920000000000002,1.16,182.0,05:30:00,5
05-18 06:00-00,2020-05-18 06:00:00,27.68,70.6,12.08,1.16,151.6,06:00:00,6
05-18 06:30-00,2020-05-18 06:30:00,31.660000000000004,127.8,12.379999999999999,1.1800000000000002,152.2,06:30:00,6
05-18 07:00-00,2020-05-18 07:00:00,31.560000000000002,190.4,13.160000000000002,1.2799999999999998,172.4,07:00:00,7
05-18 07:30-00,2020-05-18 07:30:00,33.56,235.8,14.0,1.3,208.0,07:30:00,7
05-18 08:00-00,2020-05-18 08:00:00,35.12,277.6,14.8,1.22,178.6,08:00:00,8
05-18 08:30-00,2020-05-18 08:30:00,35.15,345.0,15.38,1.2799999999999998,207.4,08:30:00,8
05-18 09:00-00,2020-05-18 09:00:00,31.125,498.4,16.04,1.52,219.2,09:00:00,9
05-18 09:30-00,2020-05-18 09:30:00,28.775000000000002,630.0,17.02,1.3599999999999999,221.6,09:30:00,9
05-18 10:00-00,2020-05-18 10:00:00,32.85,641.4,17.7,1.42,240.4,10:00:00,10
05-18 10:30-00,2020-05-18 10:30:00,28.725,656.0,18.22,1.5399999999999998,231.0,10:30:00,10
05-18 11:00-00,2020-05-18 11:00:00,25.48,711.0,18.78,1.58,239.8,11:00:00,11
05-18 11:30-00,2020-05-18 11:30:00,24.119999999999997,734.0,19.06,1.86,258.4,11:30:00,11
05-18 12:00-00,2020-05-18 12:00:00,23.859999999999996,692.6,19.4,1.58,249.4,12:00:00,12
05-18 12:30-00,2020-05-18 12:30:00,24.2,716.4,19.599999999999998,1.6600000000000001,251.2,12:30:00,12
05-18 13:00-00,2020-05-18 13:00:00,20.66,715.0,19.94,1.8399999999999999,250.4,13:00:00,13
05-18 13:30-00,2020-05-18 13:30:00,25.2,689.8,20.3,1.6,262.4,13:30:00,13
05-18 14:00-00,2020-05-18 14:00:00,24.119999999999997,688.8,20.560000000000002,1.78,258.4,14:00:00,14
05-18 14:30-00,2020-05-18 14:30:00,22.18,620.6,20.86,1.54,263.6,14:30:00,14
05-18 15:00-00,2020-05-18 15:00:00,19.88,658.8,21.36,1.4,236.4,15:00:00,15
05-18 15:30-00,2020-05-18 15:30:00,23.540000000000003,535.4,21.5,1.4,248.4,15:30:00,15
05-18 16:00-00,2020-05-18 16:00:00,21.619999999999997,484.4,21.560000000000002,1.64,237.4,16:00:00,16
05-18 16:30-00,2020-05-18 16:30:00,17.2,372.6,20.36,1.64,193.4,16:30:00,16
05-18 17:00-00,2020-05-18 17:00:00,19.04,313.6,20.14,1.6199999999999999,184.4,17:00:00,17
05-18 17:30-00,2020-05-18 17:30:00,15.780000000000001,256.6,19.9,1.98,171.2,17:30:00,17
05-18 18:00-00,2020-05-18 18:00:00,15.300000000000002,155.8,19.46,2.0,169.0,18:00:00,18
05-18 18:30-00,2020-05-18 18:30:00,14.460000000000003,109.4,18.98,1.6199999999999999,172.6,18:30:00,18
05-18 19:00-00,2020-05-18 19:00:00,15.88,88.4,18.96,1.34,182.6,19:00:00,19
05-18 19:30-00,2020-05-18 19:30:00,14.920000000000002,64.4,18.66,1.34,181.0,19:30:00,19
05-18 20:00-00,2020-05-18 20:00:00,18.72,23.4,17.919999999999998,0.9399999999999998,179.0,20:00:00,20
05-18 20:30-00,2020-05-18 20:30:00,20.699999999999996,9.0,17.52,0.9400000000000001,269.6,20:30:00,20
05-18 21:00-00,2020-05-18 21:00:00,16.919999999999998,6.8,16.779999999999998,0.8,203.2,21:00:00,21
05-18 21:30-00,2020-05-18 21:30:00,17.72,6.6,16.1,0.74,177.8,21:30:00,21
05-18 22:00-00,2020-05-18 22:00:00,17.12,7.0,15.540000000000001,0.7000000000000001,189.6,22:00:00,22
05-18 22:30-00,2020-05-18 22:30:00,17.34,6.8,15.279999999999998,0.5999999999999999,169.8,22:30:00,22
05-18 23:00-00,2020-05-18 23:00:00,16.8,7.0,15.040000000000001,0.5000000000000001,181.8,23:00:00,23
05-18 23:30-00,2020-05-18 23:30:00,16.34,7.0,14.660000000000002,0.5800000000000001,177.2,23:30:00,23
05-19 00:00-00,2020-05-19 00:00:00,16.380000000000003,7.2,14.4,0.78,163.6,00:00:00,0
05-19 00:30-00,2020-05-19 00:30:00,15.84,7.2,14.419999999999998,0.86,218.0,00:30:00,0
05-19 01:00-00,2020-05-19 01:00:00,15.860000000000003,7.0,14.220000000000002,0.78,201.6,01:00:00,1
05-19 01:30-00,2020-05-19 01:30:00,17.325,7.0,13.8,0.72,169.2,01:30:00,1
05-19 02:00-00,2020-05-19 02:00:00,16.139999999999997,7.0,13.7,0.6799999999999999,145.2,02:00:00,2
05-19 02:30-00,2020-05-19 02:30:00,14.479999999999999,7.2,13.459999999999999,0.5599999999999999,238.0,02:30:00,2
05-19 03:00-00,2020-05-19 03:00:00,11.0,7.2,13.36,0.6199999999999999,230.4,03:00:00,3
05-19 03:30-00,2020-05-19 03:30:00,12.979999999999999,7.2,13.3,0.74,168.6,03:30:00,3
05-19 04:00-00,2020-05-19 04:00:00,12.84,7.0,13.12,0.9,182.6,04:00:00,4
05-19 04:30-00,2020-05-19 04:30:00,14.675,7.2,12.88,0.9200000000000002,187.4,04:30:00,4
05-19 05:00-00,2020-05-19 05:00:00,15.2,9.4,12.719999999999999,0.8,198.0,05:00:00,5
05-19 05:30-00,2020-05-19 05:30:00,17.140000000000004,18.6,12.68,0.86,169.2,05:30:00,5
05-19 06:00-00,2020-05-19 06:00:00,23.18,30.4,12.780000000000001,0.9200000000000002,188.2,06:00:00,6
05-19 06:30-00,2020-05-19 06:30:00,26.72,50.8,12.9,0.9800000000000001,185.4,06:30:00,6
05-19 07:00-00,2020-05-19 07:00:00,33.959999999999994,89.6,13.02,1.1800000000000002,277.6,07:00:00,7
05-19 07:30-00,2020-05-19 07:30:00,37.65999999999999,143.8,13.319999999999999,1.5,268.2,07:30:00,7
05-19 08:00-00,2020-05-19 08:00:00,32.67999999999999,179.8,13.680000000000001,1.38,271.2,08:00:00,8
05-19 08:30-00,2020-05-19 08:30:00,29.959999999999997,249.6,14.02,1.4200000000000002,279.4,08:30:00,8
05-19 09:00-00,2020-05-19 09:00:00,30.96,255.8,14.279999999999998,1.3800000000000001,288.2,09:00:00,9
05-19 09:30-00,2020-05-19 09:30:00,25.36,394.8,14.280000000000001,1.5200000000000002,299.4,09:30:00,9
05-19 10:00-00,2020-05-19 10:00:00,24.66,479.4,14.719999999999999,1.8,286.0,10:00:00,10
05-19 10:30-00,2020-05-19 10:30:00,24.8,414.2,14.819999999999999,2.0,289.4,10:30:00,10
05-19 11:00-00,2020-05-19 11:00:00,23.639999999999997,504.8,15.319999999999999,1.8,289.0,11:00:00,11
05-19 11:30-00,2020-05-19 11:30:00,22.92,535.6,15.74,1.78,279.2,11:30:00,11
05-19 12:00-00,2020-05-19 12:00:00,22.32,530.0,16.1,1.6800000000000002,284.4,12:00:00,12
05-19 12:30-00,2020-05-19 12:30:00,23.619999999999997,602.6,16.580000000000002,1.86,288.4,12:30:00,12
05-19 13:00-00,2020-05-19 13:00:00,19.22,584.6,16.919999999999998,1.6,275.6,13:00:00,13
05-19 13:30-00,2020-05-19 13:30:00,21.380000000000003,603.6,17.2,1.58,266.8,13:30:00,13
05-19 14:00-00,2020-05-19 14:00:00,19.020000000000003,745.4,17.64,1.8199999999999998,262.4,14:00:00,14
05-19 14:30-00,2020-05-19 14:30:00,21.639999999999997,696.4,17.84,2.1799999999999997,287.2,14:30:00,14
05-19 15:00-00,2020-05-19 15:00:00,22.3,575.8,17.96,2.3800000000000003,280.6,15:00:00,15
05-19 15:30-00,2020-05-19 15:30:00,21.28,563.0,18.24,2.06,282.0,15:30:00,15
05-19 16:00-00,2020-05-19 16:00:00,19.54,458.8,18.159999999999997,2.2399999999999998,275.8,16:00:00,16
05-19 16:30-00,2020-05-19 16:30:00,18.84,468.2,18.259999999999998,2.2800000000000002,293.0,16:30:00,16
05-19 17:00-00,2020-05-19 17:00:00,19.119999999999997,419.0,18.339999999999996,2.16,282.8,17:00:00,17
05-19 17:30-00,2020-05-19 17:30:00,19.14,307.0,18.380000000000003,1.8599999999999999,279.2,17:30:00,17
05-19 18:00-00,2020-05-19 18:00:00,20.46,268.2,18.4,1.3199999999999998,286.2,18:00:00,18
05-19 18:30-00,2020-05-19 18:30:00,18.94,195.8,18.2,1.34,265.6,18:30:00,18
05-19 19:00-00,2020-05-19 19:00:00,17.62,136.6,17.880000000000003,1.4600000000000002,254.0,19:00:00,19
05-19 19:30-00,2020-05-19 19:30:00,17.96,75.8,17.6,1.26,188.2,19:30:00,19
05-19 20:00-00,2020-05-19 20:00:00,16.259999999999998,23.8,17.02,1.2399999999999998,256.4,20:00:00,20
05-19 20:30-00,2020-05-19 20:30:00,16.000000000000004,8.8,16.34,1.34,203.6,20:30:00,20
05-19 21:00-00,2020-05-19 21:00:00,18.559999999999995,6.8,15.7,1.3599999999999999,195.2,21:00:00,21
05-19 21:30-00,2020-05-19 21:30:00,17.520000000000003,6.4,15.0,1.02,215.2,21:30:00,21
05-19 22:00-00,2020-05-19 22:00:00,16.52,6.8,14.379999999999999,0.8,214.4,22:00:00,22
05-19 22:30-00,2020-05-19 22:30:00,17.4,7.0,14.12,0.8400000000000001,191.6,22:30:00,22
05-19 23:00-00,2020-05-19 23:00:00,15.24,6.8,13.9,0.74,181.2,23:00:00,23
05-19 23:30-00,2020-05-19 23:30:00,15.220000000000002,6.8,13.52,0.6799999999999999,250.4,23:30:00,23
05-20 00:00-00,2020-05-20 00:00:00,14.940000000000001,7.0,12.940000000000001,0.7,205.0,00:00:00,0
05-20 00:30-00,2020-05-20 00:30:00,14.6,7.2,12.8,0.68,184.2,00:30:00,0
05-20 01:00-00,2020-05-20 01:00:00,14.059999999999999,6.8,12.620000000000001,0.56,178.4,01:00:00,1
05-20 01:30-00,2020-05-20 01:30:00,14.86,7.0,12.34,0.66,213.2,01:30:00,1
05-20 02:00-00,2020-05-20 02:00:00,15.84,7.0,12.28,0.76,201.6,02:00:00,2
05-20 02:30-00,2020-05-20 02:30:00,13.375,6.8,12.040000000000001,0.9799999999999999,194.0,02:30:00,2
05-20 03:00-00,2020-05-20 03:00:00,16.26,6.6,11.739999999999998,0.86,206.4,03:00:00,3
05-20 03:30-00,2020-05-20 03:30:00,15.280000000000001,6.8,11.6,0.64,175.2,03:30:00,3
05-20 04:00-00,2020-05-20 04:00:00,14.580000000000002,6.8,11.38,0.5399999999999999,139.8,04:00:00,4
05-20 04:30-00,2020-05-20 04:30:00,16.18,7.4,11.46,0.76,207.4,04:30:00,4
05-20 05:00-00,2020-05-20 05:00:00,18.020000000000003,11.4,11.419999999999998,0.8799999999999999,217.6,05:00:00,5
05-20 05:30-00,2020-05-20 05:30:00,23.18,23.0,11.34,0.82,218.6,05:30:00,5
05-20 06:00-00,2020-05-20 06:00:00,24.419999999999998,52.8,11.4,0.9399999999999998,185.2,06:00:00,6
05-20 06:30-00,2020-05-20 06:30:00,27.040000000000003,97.0,11.759999999999998,1.0999999999999999,244.0,06:30:00,6
05-20 07:00-00,2020-05-20 07:00:00,29.9,150.2,11.9,1.3599999999999999,227.6,07:00:00,7
05-20 07:30-00,2020-05-20 07:30:00,27.619999999999997,190.0,12.059999999999999,1.3800000000000001,251.8,07:30:00,7
05-20 08:00-00,2020-05-20 08:00:00,30.660000000000004,223.2,12.3,1.28,255.8,08:00:00,8
05-20 08:30-00,2020-05-20 08:30:00,26.4,293.2,12.76,1.3800000000000001,250.0,08:30:00,8
05-20 09:00-00,2020-05-20 09:00:00,22.175,340.6,13.3,1.48,247.0,09:00:00,9
05-20 09:30-00,2020-05-20 09:30:00,21.4,339.8,13.819999999999999,1.1199999999999999,254.0,09:30:00,9
05-20 10:00-00,2020-05-20 10:00:00,26.580000000000002,357.6,14.239999999999998,0.9800000000000001,212.4,10:00:00,10
05-20 10:30-00,2020-05-20 10:30:00,19.74,453.4,14.9,1.1,232.8,10:30:00,10
05-20 11:00-00,2020-05-20 11:00:00,21.279999999999998,443.8,15.219999999999999,1.24,245.2,11:00:00,11
05-20 11:30-00,2020-05-20 11:30:00,19.74,399.2,15.62,1.2,235.2,11:30:00,11
05-20 12:00-00,2020-05-20 12:00:00,21.939999999999998,386.2,15.720000000000002,1.2,192.2,12:00:00,12
