date,Time,NO2 (µg/m³),Globalstrahlung (W/m²),Temperatur (°C),Windgeschwindigkeit (m/s),Windrichtung (°),hour,uhrzeit
03-06 03:00-00,2020-03-06 03:00:00,21.58,6.2,4.9399999999999995,1.1,140.2,03:00:00,3
03-06 03:30-00,2020-03-06 03:30:00,23.04,6.2,4.68,1.1199999999999999,152.2,03:30:00,3
03-06 04:00-00,2020-03-06 04:00:00,23.68,6.2,4.36,0.9400000000000001,132.0,04:00:00,4
03-06 04:30-00,2020-03-06 04:30:00,21.8,6.2,4.42,0.9,159.2,04:30:00,4
03-06 05:00-00,2020-03-06 05:00:00,20.34,6.4,4.3,0.8800000000000001,132.8,05:00:00,5
03-06 05:30-00,2020-03-06 05:30:00,20.96,6.2,4.22,0.8800000000000001,154.6,05:30:00,5
03-06 06:00-00,2020-03-06 06:00:00,19.72,6.2,4.38,1.2,165.6,06:00:00,6
03-06 06:30-00,2020-03-06 06:30:00,22.339999999999996,6.2,4.279999999999999,1.22,143.2,06:30:00,6
03-06 07:00-00,2020-03-06 07:00:00,33.94,7.0,3.96,1.42,184.4,07:00:00,7
03-06 07:30-00,2020-03-06 07:30:00,34.62,17.6,3.6400000000000006,1.34,181.8,07:30:00,7
03-06 08:00-00,2020-03-06 08:00:00,35.16,44.8,3.7,1.28,181.0,08:00:00,8
03-06 08:30-00,2020-03-06 08:30:00,34.120000000000005,88.4,4.14,1.2,167.8,08:30:00,8
03-06 09:00-00,2020-03-06 09:00:00,37.82,122.2,4.74,1.2,182.8,09:00:00,9
03-06 09:30-00,2020-03-06 09:30:00,34.62,151.2,5.3,1.5,163.8,09:30:00,9
03-06 10:00-00,2020-03-06 10:00:00,35.08,193.2,5.8,1.42,159.4,10:00:00,10
03-06 10:30-00,2020-03-06 10:30:00,34.480000000000004,208.4,6.36,1.4,201.4,10:30:00,10
03-06 11:00-00,2020-03-06 11:00:00,35.28,234.4,6.719999999999999,1.54,196.0,11:00:00,11
03-06 11:30-00,2020-03-06 11:30:00,39.075,248.6,7.06,1.56,192.8,11:30:00,11
03-06 12:00-00,2020-03-06 12:00:00,36.75,329.2,7.8,1.46,192.0,12:00:00,12
03-06 12:30-00,2020-03-06 12:30:00,31.140000000000004,293.2,8.3,1.44,206.0,12:30:00,12
03-06 13:00-00,2020-03-06 13:00:00,33.36,290.6,8.6,1.6799999999999997,227.0,13:00:00,13
03-06 13:30-00,2020-03-06 13:30:00,31.140000000000004,330.8,9.139999999999999,1.5400000000000003,242.2,13:30:00,13
03-06 14:00-00,2020-03-06 14:00:00,29.080000000000002,278.8,9.559999999999999,1.42,243.4,14:00:00,14
03-06 14:30-00,2020-03-06 14:30:00,26.7,271.8,9.78,1.44,177.4,14:30:00,14
03-06 15:00-00,2020-03-06 15:00:00,27.68,249.6,9.98,1.46,181.4,15:00:00,15
03-06 15:30-00,2020-03-06 15:30:00,28.840000000000003,257.0,10.120000000000001,1.6199999999999999,207.4,15:30:00,15
03-06 16:00-00,2020-03-06 16:00:00,30.28,220.8,10.399999999999999,1.42,207.2,16:00:00,16
03-06 16:30-00,2020-03-06 16:30:00,35.26,154.2,10.5,1.2800000000000002,254.6,16:30:00,16
03-06 17:00-00,2020-03-06 17:00:00,39.239999999999995,89.2,10.48,1.14,250.8,17:00:00,17
03-06 17:30-00,2020-03-06 17:30:00,44.239999999999995,57.4,10.28,1.16,175.6,17:30:00,17
03-06 18:00-00,2020-03-06 18:00:00,45.74,27.0,9.76,1.0999999999999999,183.4,18:00:00,18
03-06 18:30-00,2020-03-06 18:30:00,46.480000000000004,9.8,9.24,0.76,88.8,18:30:00,18
03-06 19:00-00,2020-03-06 19:00:00,47.879999999999995,6.0,8.64,1.08,157.6,19:00:00,19
03-06 19:30-00,2020-03-06 19:30:00,52.9,6.0,8.32,0.86,183.0,19:30:00,19
03-06 20:00-00,2020-03-06 20:00:00,49.24,6.0,8.3,0.96,171.6,20:00:00,20
03-06 20:30-00,2020-03-06 20:30:00,46.940000000000005,6.0,8.360000000000001,1.0,175.2,20:30:00,20
03-06 21:00-00,2020-03-06 21:00:00,35.7,6.0,8.54,1.3800000000000001,176.4,21:00:00,21
03-06 21:30-00,2020-03-06 21:30:00,31.98,6.2,8.5,1.5,182.4,21:30:00,21
03-06 22:00-00,2020-03-06 22:00:00,25.5,6.2,8.42,1.58,180.4,22:00:00,22
03-06 22:30-00,2020-03-06 22:30:00,23.020000000000003,6.2,8.2,1.44,166.0,22:30:00,22
03-06 23:00-00,2020-03-06 23:00:00,23.2,6.2,7.959999999999999,1.42,167.0,23:00:00,23
03-06 23:30-00,2020-03-06 23:30:00,24.34,6.2,7.76,0.9600000000000002,168.0,23:30:00,23
03-07 00:00-00,2020-03-07 00:00:00,24.4,6.2,7.6,1.3,174.4,00:00:00,0
03-07 00:30-00,2020-03-07 00:30:00,21.940000000000005,6.2,7.6,1.1800000000000002,200.8,00:30:00,0
03-07 01:00-00,2020-03-07 01:00:00,20.220000000000002,6.2,7.220000000000001,1.48,189.2,01:00:00,1
03-07 01:30-00,2020-03-07 01:30:00,17.380000000000003,6.2,7.06,1.5399999999999998,185.0,01:30:00,1
03-07 02:00-00,2020-03-07 02:00:00,18.619999999999997,6.2,6.88,1.1400000000000001,197.6,02:00:00,2
03-07 02:30-00,2020-03-07 02:30:00,22.0,6.2,6.540000000000001,1.1600000000000001,197.6,02:30:00,2
03-07 03:00-00,2020-03-07 03:00:00,16.940000000000005,6.2,6.58,1.14,187.6,03:00:00,3
03-07 03:30-00,2020-03-07 03:30:00,20.3,6.0,5.9,1.1199999999999999,213.2,03:30:00,3
03-07 04:00-00,2020-03-07 04:00:00,21.699999999999996,6.2,5.659999999999999,1.1,180.8,04:00:00,4
03-07 04:30-00,2020-03-07 04:30:00,18.525,6.4,5.8,1.22,183.8,04:30:00,4
03-07 05:00-00,2020-03-07 05:00:00,20.02,6.0,5.76,1.22,200.4,05:00:00,5
03-07 05:30-00,2020-03-07 05:30:00,25.919999999999998,6.2,5.5200000000000005,1.26,161.4,05:30:00,5
03-07 06:00-00,2020-03-07 06:00:00,30.559999999999995,6.0,5.0600000000000005,1.1199999999999999,212.4,06:00:00,6
03-07 06:30-00,2020-03-07 06:30:00,34.620000000000005,6.2,4.84,1.46,185.2,06:30:00,6
03-07 07:00-00,2020-03-07 07:00:00,32.879999999999995,7.2,5.0200000000000005,1.26,183.4,07:00:00,7
03-07 07:30-00,2020-03-07 07:30:00,36.58,18.8,5.2,1.08,220.0,07:30:00,7
03-07 08:00-00,2020-03-07 08:00:00,45.7,43.4,5.32,1.3,221.0,08:00:00,8
03-07 08:30-00,2020-03-07 08:30:00,44.940000000000005,69.2,5.58,1.36,179.8,08:30:00,8
03-07 09:00-00,2020-03-07 09:00:00,43.559999999999995,99.8,5.8,1.3399999999999999,226.4,09:00:00,9
03-07 09:30-00,2020-03-07 09:30:00,42.36,134.0,6.08,1.36,220.6,09:30:00,9
03-07 10:00-00,2020-03-07 10:00:00,40.980000000000004,171.8,6.340000000000001,1.3399999999999999,224.4,10:00:00,10
03-07 10:30-00,2020-03-07 10:30:00,39.040000000000006,232.6,6.859999999999999,1.3199999999999998,221.8,10:30:00,10
03-07 11:00-00,2020-03-07 11:00:00,31.425,291.0,7.74,1.7399999999999998,199.2,11:00:00,11
03-07 11:30-00,2020-03-07 11:30:00,29.250000000000004,296.4,8.3,1.56,202.4,11:30:00,11
03-07 12:00-00,2020-03-07 12:00:00,24.3,286.2,8.720000000000002,1.6,207.6,12:00:00,12
03-07 12:30-00,2020-03-07 12:30:00,24.3,248.0,8.64,1.3199999999999998,220.4,12:30:00,12
03-07 13:00-00,2020-03-07 13:00:00,30.700000000000006,207.6,8.1,1.3800000000000001,239.2,13:00:00,13
03-07 13:30-00,2020-03-07 13:30:00,28.9,249.2,8.379999999999999,0.8800000000000001,188.2,13:30:00,13
03-07 14:00-00,2020-03-07 14:00:00,25.639999999999997,296.0,8.940000000000001,0.8400000000000001,168.4,14:00:00,14
03-07 14:30-00,2020-03-07 14:30:00,24.419999999999998,358.0,9.540000000000001,1.24,199.6,14:30:00,14
03-07 15:00-00,2020-03-07 15:00:00,20.5,263.8,9.76,1.64,195.4,15:00:00,15
03-07 15:30-00,2020-03-07 15:30:00,22.640000000000004,225.8,9.819999999999999,1.52,181.2,15:30:00,15
03-07 16:00-00,2020-03-07 16:00:00,25.660000000000004,170.2,9.7,1.3199999999999998,232.2,16:00:00,16
03-07 16:30-00,2020-03-07 16:30:00,26.1,122.8,9.620000000000001,1.5399999999999998,225.4,16:30:00,16
03-07 17:00-00,2020-03-07 17:00:00,26.4,94.4,9.2,1.6600000000000001,244.0,17:00:00,17
03-07 17:30-00,2020-03-07 17:30:00,27.240000000000002,45.4,9.02,1.56,214.0,17:30:00,17
03-07 18:00-00,2020-03-07 18:00:00,24.520000000000003,28.2,8.18,1.56,194.4,18:00:00,18
03-07 18:30-00,2020-03-07 18:30:00,35.519999999999996,10.6,7.4,1.1400000000000001,166.2,18:30:00,18
03-07 19:00-00,2020-03-07 19:00:00,45.14,6.2,7.06,1.1199999999999999,145.8,19:00:00,19
03-07 19:30-00,2020-03-07 19:30:00,47.040000000000006,6.2,6.6800000000000015,1.14,148.0,19:30:00,19
03-07 20:00-00,2020-03-07 20:00:00,42.83999999999999,6.2,6.540000000000001,0.86,222.6,20:00:00,20
03-07 20:30-00,2020-03-07 20:30:00,38.800000000000004,6.2,6.42,0.9199999999999999,199.6,20:30:00,20
03-07 21:00-00,2020-03-07 21:00:00,42.7,6.2,6.12,0.8800000000000001,211.2,21:00:00,21
03-07 21:30-00,2020-03-07 21:30:00,39.82,6.2,5.82,0.9,144.6,21:30:00,21
03-07 22:00-00,2020-03-07 22:00:00,30.74,6.4,5.9,1.0,151.2,22:00:00,22
03-07 22:30-00,2020-03-07 22:30:00,29.119999999999997,6.2,6.040000000000001,1.14,165.0,22:30:00,22
03-07 23:00-00,2020-03-07 23:00:00,28.919999999999998,6.0,5.959999999999999,1.1600000000000001,159.8,23:00:00,23
03-07 23:30-00,2020-03-07 23:30:00,29.560000000000002,6.0,5.660000000000001,0.86,172.0,23:30:00,23
03-08 00:00-00,2020-03-08 00:00:00,34.199999999999996,6.0,5.1,0.74,234.4,00:00:00,0
03-08 00:30-00,2020-03-08 00:30:00,33.04,6.0,4.839999999999999,0.9199999999999999,195.4,00:30:00,0
03-08 01:00-00,2020-03-08 01:00:00,30.180000000000007,6.0,4.68,0.8600000000000001,212.2,01:00:00,1
03-08 01:30-00,2020-03-08 01:30:00,20.95,6.0,4.5,1.02,193.6,01:30:00,1
03-08 02:00-00,2020-03-08 02:00:00,27.82,6.0,4.5200000000000005,0.86,218.2,02:00:00,2
03-08 02:30-00,2020-03-08 02:30:00,27.22,6.0,4.4799999999999995,0.8800000000000001,229.2,02:30:00,2
03-08 03:00-00,2020-03-08 03:00:00,28.060000000000002,6.0,4.38,0.9199999999999999,187.8,03:00:00,3
03-08 03:30-00,2020-03-08 03:30:00,27.439999999999998,6.0,4.26,0.8400000000000001,189.2,03:30:00,3
03-08 04:00-00,2020-03-08 04:00:00,26.5,6.0,4.24,0.78,206.8,04:00:00,4
03-08 04:30-00,2020-03-08 04:30:00,27.625000000000004,6.0,4.14,0.76,170.8,04:30:00,4
03-08 05:00-00,2020-03-08 05:00:00,30.24,6.0,3.88,0.8800000000000001,213.8,05:00:00,5
03-08 05:30-00,2020-03-08 05:30:00,30.32,6.0,3.84,0.8400000000000001,165.6,05:30:00,5
03-08 06:00-00,2020-03-08 06:00:00,31.02,6.0,3.96,1.1400000000000001,199.8,06:00:00,6
03-08 06:30-00,2020-03-08 06:30:00,36.32,6.0,3.96,1.04,228.2,06:30:00,6
03-08 07:00-00,2020-03-08 07:00:00,42.739999999999995,8.0,3.96,1.2,225.4,07:00:00,7
03-08 07:30-00,2020-03-08 07:30:00,47.2,21.0,3.9599999999999995,1.2,231.0,07:30:00,7
03-08 08:00-00,2020-03-08 08:00:00,49.74,51.4,4.08,1.02,195.6,08:00:00,8
03-08 08:30-00,2020-03-08 08:30:00,42.99999999999999,84.2,4.5,1.3599999999999999,197.2,08:30:00,8
03-08 09:00-00,2020-03-08 09:00:00,34.86,128.2,5.119999999999999,1.44,200.8,09:00:00,9
03-08 09:30-00,2020-03-08 09:30:00,35.68,164.8,5.36,1.48,237.2,09:30:00,9
03-08 10:00-00,2020-03-08 10:00:00,38.879999999999995,201.8,5.66,1.4600000000000002,239.0,10:00:00,10
03-08 10:30-00,2020-03-08 10:30:00,38.82000000000001,267.8,6.34,1.56,235.4,10:30:00,10
03-08 11:00-00,2020-03-08 11:00:00,34.949999999999996,281.0,6.959999999999999,1.5399999999999998,243.4,11:00:00,11
03-08 11:30-00,2020-03-08 11:30:00,30.175,283.4,7.44,1.86,256.4,11:30:00,11
03-08 12:00-00,2020-03-08 12:00:00,28.76,291.2,7.9,1.7,253.6,12:00:00,12
03-08 12:30-00,2020-03-08 12:30:00,30.5,237.4,8.3,1.8399999999999999,253.8,12:30:00,12
03-08 13:00-00,2020-03-08 13:00:00,32.12,226.4,8.559999999999999,1.9400000000000002,248.6,13:00:00,13
03-08 13:30-00,2020-03-08 13:30:00,30.5,239.6,8.82,1.8199999999999998,246.4,13:30:00,13
03-08 14:00-00,2020-03-08 14:00:00,28.860000000000003,247.6,8.98,2.0,251.8,14:00:00,14
03-08 14:30-00,2020-03-08 14:30:00,29.660000000000004,241.6,9.14,1.94,262.6,14:30:00,14
03-08 15:00-00,2020-03-08 15:00:00,33.96,230.4,9.4,2.0799999999999996,252.8,15:00:00,15
03-08 15:30-00,2020-03-08 15:30:00,35.78,210.0,9.440000000000001,1.7600000000000002,193.0,15:30:00,15
03-08 16:00-00,2020-03-08 16:00:00,37.17999999999999,174.6,9.28,1.78,194.4,16:00:00,16
03-08 16:30-00,2020-03-08 16:30:00,35.8,164.6,9.580000000000002,1.7400000000000002,244.6,16:30:00,16
03-08 17:00-00,2020-03-08 17:00:00,34.84,89.0,9.580000000000002,1.52,227.2,17:00:00,17
03-08 17:30-00,2020-03-08 17:30:00,34.58,52.2,9.58,1.56,217.4,17:30:00,17
03-08 18:00-00,2020-03-08 18:00:00,38.38,32.2,9.48,1.7799999999999998,221.0,18:00:00,18
03-08 18:30-00,2020-03-08 18:30:00,48.56,10.2,9.08,1.48,216.0,18:30:00,18
03-08 19:00-00,2020-03-08 19:00:00,47.48,6.2,8.639999999999999,1.2,197.4,19:00:00,19
03-08 19:30-00,2020-03-08 19:30:00,47.84,6.0,8.319999999999999,1.04,185.6,19:30:00,19
03-08 20:00-00,2020-03-08 20:00:00,47.82,6.0,8.02,1.02,175.2,20:00:00,20
03-08 20:30-00,2020-03-08 20:30:00,44.36,6.2,7.88,1.22,177.6,20:30:00,20
03-08 21:00-00,2020-03-08 21:00:00,39.739999999999995,6.2,7.4,1.38,183.4,21:00:00,21
03-08 21:30-00,2020-03-08 21:30:00,34.62,6.2,7.06,1.56,227.4,21:30:00,21
03-08 22:00-00,2020-03-08 22:00:00,32.18,6.2,6.58,1.4999999999999998,217.0,22:00:00,22
03-08 22:30-00,2020-03-08 22:30:00,34.220000000000006,6.2,6.480000000000001,1.6199999999999999,226.8,22:30:00,22
03-08 23:00-00,2020-03-08 23:00:00,34.5,6.2,6.4,1.3,203.0,23:00:00,23
03-08 23:30-00,2020-03-08 23:30:00,31.860000000000003,6.2,6.480000000000001,1.08,158.0,23:30:00,23
03-09 00:00-00,2020-03-09 00:00:00,33.339999999999996,6.0,6.220000000000001,0.9400000000000001,183.2,00:00:00,0
03-09 00:30-00,2020-03-09 00:30:00,31.880000000000006,6.2,6.239999999999999,1.06,134.6,00:30:00,0
03-09 01:00-00,2020-03-09 01:00:00,24.119999999999997,6.2,6.5200000000000005,0.9199999999999999,154.0,01:00:00,1
03-09 01:30-00,2020-03-09 01:30:00,26.9,6.2,6.12,0.9199999999999999,182.6,01:30:00,1
03-09 02:00-00,2020-03-09 02:00:00,28.359999999999996,6.2,6.0200000000000005,0.76,145.2,02:00:00,2
03-09 02:30-00,2020-03-09 02:30:00,29.150000000000002,6.2,5.959999999999999,0.76,152.6,02:30:00,2
03-09 03:00-00,2020-03-09 03:00:00,25.240000000000002,6.2,5.8,1.04,173.4,03:00:00,3
03-09 03:30-00,2020-03-09 03:30:00,23.32,6.2,5.74,0.96,149.2,03:30:00,3
03-09 04:00-00,2020-03-09 04:00:00,22.639999999999997,6.2,5.840000000000001,0.9800000000000001,176.6,04:00:00,4
03-09 04:30-00,2020-03-09 04:30:00,23.3,6.2,5.699999999999999,0.9,151.8,04:30:00,4
03-09 05:00-00,2020-03-09 05:00:00,22.4,6.2,5.7,0.8800000000000001,179.8,05:00:00,5
03-09 05:30-00,2020-03-09 05:30:00,21.439999999999998,6.2,5.66,0.9400000000000001,135.4,05:30:00,5
03-09 06:00-00,2020-03-09 06:00:00,25.18,6.2,5.5,0.86,173.6,06:00:00,6
03-09 06:30-00,2020-03-09 06:30:00,32.48,6.2,5.4,0.9199999999999999,195.2,06:30:00,6
03-09 07:00-00,2020-03-09 07:00:00,41.220000000000006,7.6,5.279999999999999,1.24,195.2,07:00:00,7
03-09 07:30-00,2020-03-09 07:30:00,40.92,17.2,5.18,0.9800000000000001,191.6,07:30:00,7
03-09 08:00-00,2020-03-09 08:00:00,38.6,35.8,5.4399999999999995,1.08,152.8,08:00:00,8
03-09 08:30-00,2020-03-09 08:30:00,39.18,75.6,6.0,1.02,165.8,08:30:00,8
03-09 09:00-00,2020-03-09 09:00:00,40.54,121.6,6.56,0.96,153.8,09:00:00,9
03-09 09:30-00,2020-03-09 09:30:00,35.480000000000004,147.8,7.159999999999999,1.16,156.0,09:30:00,9
03-09 10:00-00,2020-03-09 10:00:00,36.06,186.2,7.62,1.32,149.6,10:00:00,10
03-09 10:30-00,2020-03-09 10:30:00,34.980000000000004,212.6,8.040000000000001,1.46,153.8,10:30:00,10
03-09 11:00-00,2020-03-09 11:00:00,37.225,244.0,8.620000000000001,1.36,193.8,11:00:00,11
03-09 11:30-00,2020-03-09 11:30:00,33.525,271.0,9.14,1.52,176.8,11:30:00,11
03-09 12:00-00,2020-03-09 12:00:00,31.059999999999995,304.8,9.62,1.6199999999999999,170.0,12:00:00,12
03-09 12:30-00,2020-03-09 12:30:00,30.22,325.0,10.0,1.6800000000000002,161.6,12:30:00,12
03-09 13:00-00,2020-03-09 13:00:00,29.880000000000003,325.8,10.24,1.5999999999999999,170.2,13:00:00,13
03-09 13:30-00,2020-03-09 13:30:00,27.419999999999998,314.8,10.46,1.6600000000000001,181.8,13:30:00,13
03-09 14:00-00,2020-03-09 14:00:00,27.179999999999996,293.6,10.66,1.56,175.0,14:00:00,14
03-09 14:30-00,2020-03-09 14:30:00,27.079999999999995,299.6,11.040000000000001,1.6,179.0,14:30:00,14
03-09 15:00-00,2020-03-09 15:00:00,29.3,230.8,11.320000000000002,1.6199999999999999,185.0,15:00:00,15
03-09 15:30-00,2020-03-09 15:30:00,27.100000000000005,188.0,11.38,1.7200000000000002,186.4,15:30:00,15
03-09 16:00-00,2020-03-09 16:00:00,27.859999999999996,177.2,11.64,1.8399999999999999,192.6,16:00:00,16
03-09 16:30-00,2020-03-09 16:30:00,28.02,123.2,11.679999999999998,2.0,206.0,16:30:00,16
03-09 17:00-00,2020-03-09 17:00:00,29.559999999999995,67.8,11.48,1.8799999999999997,204.6,17:00:00,17
03-09 17:30-00,2020-03-09 17:30:00,33.68,52.2,11.18,1.6800000000000002,201.0,17:30:00,17
03-09 18:00-00,2020-03-09 18:00:00,35.92,40.6,11.180000000000001,1.98,204.8,18:00:00,18
03-09 18:30-00,2020-03-09 18:30:00,35.64,12.2,10.92,2.2199999999999998,217.8,18:30:00,18
03-09 19:00-00,2020-03-09 19:00:00,37.279999999999994,6.2,10.42,2.0,170.2,19:00:00,19
03-09 19:30-00,2020-03-09 19:30:00,41.58,6.0,10.0,1.98,190.4,19:30:00,19
03-09 20:00-00,2020-03-09 20:00:00,40.64,5.6,9.64,1.78,174.4,20:00:00,20
03-09 20:30-00,2020-03-09 20:30:00,40.42,5.8,9.239999999999998,1.58,203.4,20:30:00,20
03-09 21:00-00,2020-03-09 21:00:00,36.36,6.0,9.059999999999999,1.6,208.4,21:00:00,21
03-09 21:30-00,2020-03-09 21:30:00,33.44,6.0,8.879999999999999,1.5400000000000003,192.2,21:30:00,21
03-09 22:00-00,2020-03-09 22:00:00,32.72,6.2,8.879999999999999,1.6800000000000002,190.6,22:00:00,22
03-09 22:30-00,2020-03-09 22:30:00,26.360000000000003,6.4,9.2,1.8399999999999999,182.2,22:30:00,22
03-09 23:00-00,2020-03-09 23:00:00,31.6,5.8,8.74,0.9800000000000001,173.0,23:00:00,23
03-09 23:30-00,2020-03-09 23:30:00,36.54,5.8,8.2,0.8400000000000001,270.6,23:30:00,23
03-10 00:00-00,2020-03-10 00:00:00,37.86,6.0,7.76,0.6199999999999999,240.4,00:00:00,0
03-10 00:30-00,2020-03-10 00:30:00,34.5,6.0,7.540000000000001,0.8800000000000001,227.4,00:30:00,0
03-10 01:00-00,2020-03-10 01:00:00,27.18,5.8,7.619999999999999,1.06,216.8,01:00:00,1
03-10 01:30-00,2020-03-10 01:30:00,25.1,6.0,7.18,0.72,197.8,01:30:00,1
03-10 02:00-00,2020-03-10 02:00:00,25.840000000000003,6.2,6.859999999999999,0.5800000000000001,162.8,02:00:00,2
03-10 02:30-00,2020-03-10 02:30:00,25.919999999999998,6.2,6.9,0.96,193.4,02:30:00,2
03-10 03:00-00,2020-03-10 03:00:00,21.8,6.2,6.7,1.02,206.0,03:00:00,3
03-10 03:30-00,2020-03-10 03:30:00,21.580000000000002,6.0,6.4,1.1,235.2,03:30:00,3
03-10 04:00-00,2020-03-10 04:00:00,23.5,6.0,6.08,0.74,211.0,04:00:00,4
03-10 04:30-00,2020-03-10 04:30:00,23.9,6.2,5.82,0.9,196.6,04:30:00,4
03-10 05:00-00,2020-03-10 05:00:00,17.660000000000004,6.0,5.739999999999999,1.1,190.2,05:00:00,5
03-10 05:30-00,2020-03-10 05:30:00,25.96,6.0,5.52,1.2,194.0,05:30:00,5
03-10 06:00-00,2020-03-10 06:00:00,29.82,6.2,5.3,1.3199999999999998,190.4,06:00:00,6
03-10 06:30-00,2020-03-10 06:30:00,30.360000000000003,6.2,5.279999999999999,1.1600000000000001,194.6,06:30:00,6
03-10 07:00-00,2020-03-10 07:00:00,35.12,8.6,5.04,0.86,165.0,07:00:00,7
03-10 07:30-00,2020-03-10 07:30:00,42.50000000000001,24.0,4.96,0.8,208.8,07:30:00,7
03-10 08:00-00,2020-03-10 08:00:00,44.92,61.4,5.2,1.1800000000000002,215.4,08:00:00,8
03-10 08:30-00,2020-03-10 08:30:00,37.0,113.8,5.92,1.02,167.6,08:30:00,8
03-10 09:00-00,2020-03-10 09:00:00,36.12,152.0,6.7,1.04,224.6,09:00:00,9
03-10 09:30-00,2020-03-10 09:30:00,35.9,228.8,7.480000000000001,1.06,209.4,09:30:00,9
03-10 10:00-00,2020-03-10 10:00:00,38.04,282.8,8.14,1.34,215.8,10:00:00,10
03-10 10:30-00,2020-03-10 10:30:00,36.04,253.8,8.739999999999998,1.3,230.2,10:30:00,10
03-10 11:00-00,2020-03-10 11:00:00,34.67999999999999,327.0,9.4,1.52,229.6,11:00:00,11
03-10 11:30-00,2020-03-10 11:30:00,35.86,335.2,9.88,1.6,247.2,11:30:00,11
03-10 12:00-00,2020-03-10 12:00:00,36.7,349.6,10.16,1.8,253.2,12:00:00,12
03-10 12:30-00,2020-03-10 12:30:00,33.88,330.2,10.34,1.7399999999999998,270.2,12:30:00,12
03-10 13:00-00,2020-03-10 13:00:00,34.019999999999996,326.0,10.66,1.7799999999999998,268.0,13:00:00,13
03-10 13:30-00,2020-03-10 13:30:00,34.2,322.2,10.819999999999999,2.2,268.6,13:30:00,13
03-10 14:00-00,2020-03-10 14:00:00,37.58,302.0,11.24,1.9600000000000002,282.0,14:00:00,14
03-10 14:30-00,2020-03-10 14:30:00,35.339999999999996,277.4,11.419999999999998,2.06,275.8,14:30:00,14
03-10 15:00-00,2020-03-10 15:00:00,34.440000000000005,335.8,11.5,2.46,269.2,15:00:00,15
03-10 15:30-00,2020-03-10 15:30:00,32.0,291.4,11.58,2.9,264.2,15:30:00,15
03-10 16:00-00,2020-03-10 16:00:00,33.980000000000004,255.4,11.620000000000001,2.4,271.8,16:00:00,16
03-10 16:30-00,2020-03-10 16:30:00,34.64,135.4,11.38,2.4,271.8,16:30:00,16
03-10 17:00-00,2020-03-10 17:00:00,37.64,79.0,11.139999999999999,2.22,272.8,17:00:00,17
03-10 17:30-00,2020-03-10 17:30:00,42.98,55.6,10.959999999999999,2.32,269.6,17:30:00,17
03-10 18:00-00,2020-03-10 18:00:00,42.120000000000005,27.6,10.620000000000001,1.9600000000000002,264.4,18:00:00,18
03-10 18:30-00,2020-03-10 18:30:00,45.78,10.6,10.3,1.8799999999999997,270.0,18:30:00,18
03-10 19:00-00,2020-03-10 19:00:00,44.4,6.2,9.799999999999999,2.1,219.4,19:00:00,19
03-10 19:30-00,2020-03-10 19:30:00,46.300000000000004,5.8,9.48,1.8,235.8,19:30:00,19
03-10 20:00-00,2020-03-10 20:00:00,46.74,5.8,9.120000000000001,1.3800000000000001,225.0,20:00:00,20
03-10 20:30-00,2020-03-10 20:30:00,46.26,6.0,8.919999999999998,1.5,229.6,20:30:00,20
03-10 21:00-00,2020-03-10 21:00:00,42.559999999999995,5.8,8.34,1.52,194.6,21:00:00,21
03-10 21:30-00,2020-03-10 21:30:00,41.64,6.0,7.720000000000001,1.3599999999999999,240.2,21:30:00,21
03-10 22:00-00,2020-03-10 22:00:00,33.88,6.2,7.8,1.1,205.0,22:00:00,22
03-10 22:30-00,2020-03-10 22:30:00,33.660000000000004,6.2,7.640000000000001,0.9800000000000001,231.6,22:30:00,22
03-10 23:00-00,2020-03-10 23:00:00,27.24,6.2,7.7,1.34,195.6,23:00:00,23
03-10 23:30-00,2020-03-10 23:30:00,18.3,6.0,8.02,2.2,187.0,23:30:00,23
03-11 00:00-00,2020-03-11 00:00:00,19.159999999999997,6.0,7.76,2.04,184.6,00:00:00,0
03-11 00:30-00,2020-03-11 00:30:00,19.8,6.0,7.38,1.9,189.6,00:30:00,0
03-11 01:00-00,2020-03-11 01:00:00,19.22,6.0,7.08,1.6800000000000002,193.2,01:00:00,1
03-11 01:30-00,2020-03-11 01:30:00,19.55,6.0,6.959999999999999,1.3,233.4,01:30:00,1
03-11 02:00-00,2020-03-11 02:00:00,19.34,6.0,6.6,1.1800000000000002,224.8,02:00:00,2
03-11 02:30-00,2020-03-11 02:30:00,12.250000000000002,6.0,6.18,1.06,212.0,02:30:00,2
03-11 03:00-00,2020-03-11 03:00:00,20.22,6.0,6.0200000000000005,0.9400000000000001,172.8,03:00:00,3
03-11 03:30-00,2020-03-11 03:30:00,20.36,6.0,5.8,1.06,227.8,03:30:00,3
03-11 04:00-00,2020-03-11 04:00:00,19.68,6.0,5.92,1.08,215.2,04:00:00,4
03-11 04:30-00,2020-03-11 04:30:00,19.5,6.0,5.779999999999999,1.02,162.8,04:30:00,4
03-11 05:00-00,2020-03-11 05:00:00,23.36,6.0,5.680000000000001,0.9800000000000001,264.4,05:00:00,5
03-11 05:30-00,2020-03-11 05:30:00,24.82,6.0,5.66,1.46,228.6,05:30:00,5
03-11 06:00-00,2020-03-11 06:00:00,26.619999999999997,6.0,5.38,1.8,243.2,06:00:00,6
03-11 06:30-00,2020-03-11 06:30:00,30.440000000000005,6.0,5.18,1.9200000000000004,246.4,06:30:00,6
03-11 07:00-00,2020-03-11 07:00:00,34.38,10.4,4.9,1.6199999999999999,243.8,07:00:00,7
